List of distinct SAS Analysis Formats for STAR tables chosen for this report	Unnamed: 1	Unnamed: 2	Unnamed: 3
CHDMULT	2471	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Truncus Arteriosus; P	N
CHDMULT	2472	Atrioventricular Septal Defect; Truncus Arteriosus; Pulmonary Atresia with Intact Ventricular Septum; Ventricular Septal	N
CHDMULT	2473	Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defect; Truncus Arteriosus; Pulmonary Atresia with Intact Ventricul	N
CHDMULT	2474	Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Truncus Arteriosus; Pulmonary Atresia with Intact Ventr	N
CHDMULT	2475	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Truncus Arteriosus; Pulmon	N
CHDMULT	2476	Transposition of the Great Arteries; Atrioventricular Septal Defect; Truncus Arteriosus; Pulmonary Atresia with Intact V	N
CHDMULT	2477	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Atrioventricular Septal Defect; Truncus Arteriosus; Pu	N
CHDMULT	2478	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Septal Defect; Truncus Arteriosus	N
CHDMULT	2479	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Sept	N
CHDMULT	2480	Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Pulmonary Atresia with Intact Ventricular Septum; Ven	N
CHDMULT	2481	Atrial Isomerism/Heterotaxy; Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Pulmonary Atresia with I	N
CHDMULT	2482	Hypoplastic Left Heart Syndrome; Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Pulmonary Atresia wi	N
CHDMULT	2483	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Other left Heart Valvar/Structural Hypoplasia; Truncus Art	N
CHDMULT	2484	Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Pulmonary Atresi	N
CHDMULT	2485	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Truncus	N
CHDMULT	2486	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Tru	N
CHDMULT	2487	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Other left Heart Valv	N
CHDMULT	2488	Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Pulmonary Atresia wit	N
CHDMULT	2489	Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Truncus Arte	N
CHDMULT	2490	Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Truncus	N
CHDMULT	2491	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Other left Heart Valvar/St	N
CHDMULT	2492	Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Trun	N
CHDMULT	2493	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart Valva	N
CHDMULT	2494	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart V	N
CHDMULT	2495	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Sept	N
CHDMULT	2496	Congenitally Corrected Transposition (L-TGA); Pulmonary Atresia with Intact Ventricular Septum; Ventricular Septal Defec	N
CHDMULT	2497	Atrial Isomerism/Heterotaxy; Congenitally Corrected Transposition (L-TGA); Pulmonary Atresia with Intact Ventricular Sep	N
CHDMULT	2498	Hypoplastic Left Heart Syndrome; Congenitally Corrected Transposition (L-TGA); Pulmonary Atresia with Intact Ventricular	N
CHDMULT	2499	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Congenitally Corrected Transposition (L-TGA); Pulmonary At	N
CHDMULT	2500	Transposition of the Great Arteries; Congenitally Corrected Transposition (L-TGA); Pulmonary Atresia with Intact Ventric	N
CHDMULT	2501	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Congenitally Corrected Transposition (L-TGA); Pulmonar	N
CHDMULT	2502	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Congenitally Corrected Transposition (L-TGA); Pulm	N
CHDMULT	2503	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Congenitally Correcte	N
CHDMULT	2504	Atrioventricular Septal Defect; Congenitally Corrected Transposition (L-TGA); Pulmonary Atresia with Intact Ventricular	N
CHDMULT	2505	Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defect; Congenitally Corrected Transposition (L-TGA); Pulmonary Atr	N
CHDMULT	2506	Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Congenitally Corrected Transposition (L-TGA); Pulmonary	N
CHDMULT	2507	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Congenitally Corrected Tra	N
CHDMULT	2508	Transposition of the Great Arteries; Atrioventricular Septal Defect; Congenitally Corrected Transposition (L-TGA); Pulmo	N
CHDMULT	2509	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Atrioventricular Septal Defect; Congenitally Corrected	N
CHDMULT	2510	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Septal Defect; Congenitally Corre	N
CHDMULT	2511	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Sept	N
CHDMULT	2512	Other left Heart Valvar/Structural Hypoplasia; Congenitally Corrected Transposition (L-TGA); Pulmonary Atresia with Inta	N
CHDMULT	2513	Atrial Isomerism/Heterotaxy; Other left Heart Valvar/Structural Hypoplasia; Congenitally Corrected Transposition (L-TGA)	N
CHDMULT	2514	Hypoplastic Left Heart Syndrome; Other left Heart Valvar/Structural Hypoplasia; Congenitally Corrected Transposition (L-	N
CHDMULT	2515	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Other left Heart Valvar/Structural Hypoplasia; Congenitall	N
CHDMULT	2516	Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Congenitally Corrected Transposition	N
CHDMULT	2517	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Congeni	N
CHDMULT	2518	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Con	N
CHDMULT	2519	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Other left Heart Valv	N
CHDMULT	2520	Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Congenitally Corrected Transposition (L-T	N
CHDMULT	2521	Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Congenitally	N
CHDMULT	2522	Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Congenit	N
CHDMULT	2523	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Other left Heart Valvar/St	N
CHDMULT	2524	Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Cong	N
CHDMULT	2525	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart Valva	N
CHDMULT	2526	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart V	N
CHDMULT	2527	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Sept	N
CHDMULT	2528	Truncus Arteriosus; Congenitally Corrected Transposition (L-TGA); Pulmonary Atresia with Intact Ventricular Septum; Vent	N
CHDMULT	2529	Atrial Isomerism/Heterotaxy; Truncus Arteriosus; Congenitally Corrected Transposition (L-TGA); Pulmonary Atresia with In	N
CHDMULT	2530	Hypoplastic Left Heart Syndrome; Truncus Arteriosus; Congenitally Corrected Transposition (L-TGA); Pulmonary Atresia wit	N
CHDMULT	2531	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Truncus Arteriosus; Congenitally Corrected Transposition (	N
CHDMULT	2532	Transposition of the Great Arteries; Truncus Arteriosus; Congenitally Corrected Transposition (L-TGA); Pulmonary Atresia	N
CHDMULT	2533	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Truncus Arteriosus; Congenitally Corrected Transpositi	N
CHDMULT	2534	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Truncus Arteriosus; Congenitally Corrected Transpo	N
CHDMULT	2535	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Truncus Arteriosus; C	N
CHDMULT	2536	Atrioventricular Septal Defect; Truncus Arteriosus; Congenitally Corrected Transposition (L-TGA); Pulmonary Atresia with	N
CHDMULT	2537	Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defect; Truncus Arteriosus; Congenitally Corrected Transposition (L	N
CHDMULT	2538	Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Truncus Arteriosus; Congenitally Corrected Transpositio	N
CHDMULT	2539	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Truncus Arteriosus; Congen	N
CHDMULT	2540	Transposition of the Great Arteries; Atrioventricular Septal Defect; Truncus Arteriosus; Congenitally Corrected Transpos	N
CHDMULT	2541	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Atrioventricular Septal Defect; Truncus Arteriosus; Co	N
CHDMULT	2542	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Septal Defect; Truncus Arteriosus	N
CHDMULT	2543	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Sept	N
CHDMULT	2544	Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Congenitally Corrected Transposition (L-TGA); Pulmona	N
CHDMULT	2545	Atrial Isomerism/Heterotaxy; Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Congenitally Corrected T	N
CHDMULT	2546	Hypoplastic Left Heart Syndrome; Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Congenitally Correct	N
CHDMULT	2547	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Other left Heart Valvar/Structural Hypoplasia; Truncus Art	N
CHDMULT	2548	Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Congenitally Cor	N
CHDMULT	2549	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Truncus	N
CHDMULT	2550	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Tru	N
CHDMULT	2551	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Other left Heart Valv	N
CHDMULT	2552	Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Congenitally Correcte	N
CHDMULT	2553	Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Truncus Arte	N
CHDMULT	2554	Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Truncus	N
CHDMULT	2555	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Other left Heart Valvar/St	N
CHDMULT	2556	Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Trun	N
CHDMULT	2557	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart Valva	N
CHDMULT	2558	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart V	N
CHDMULT	2559	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Sept	N
CHDMULT	2560	Double Outlet Right Ventricle; Other	N
CHDMULT	2561	Atrial Isomerism/Heterotaxy; Double Outlet Right Ventricle; Other	N
CHDMULT	2562	Hypoplastic Left Heart Syndrome; Double Outlet Right Ventricle; Other	N
CHDMULT	2563	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Double Outlet Right Ventricle; Other	N
CHDMULT	2564	Transposition of the Great Arteries; Double Outlet Right Ventricle; Other	N
CHDMULT	2565	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Double Outlet Right Ventricle; Other	N
CHDMULT	2566	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Double Outlet Right Ventricle; Other	N
CHDMULT	2567	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Double Outlet Right V	N
CHDMULT	2568	Atrioventricular Septal Defect; Double Outlet Right Ventricle; Other	N
CHDMULT	2569	Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defect; Double Outlet Right Ventricle; Other	N
CHDMULT	2570	Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Double Outlet Right Ventricle; Other	N
CHDMULT	2571	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Double Outlet Right Ventri	N
CHDMULT	2572	Transposition of the Great Arteries; Atrioventricular Septal Defect; Double Outlet Right Ventricle; Other	N
CHDMULT	2573	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Atrioventricular Septal Defect; Double Outlet Right Ve	N
CHDMULT	2574	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Septal Defect; Double Outlet Righ	N
CHDMULT	2575	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Sept	N
CHDMULT	2576	Other left Heart Valvar/Structural Hypoplasia; Double Outlet Right Ventricle; Other	N
CHDMULT	2577	Atrial Isomerism/Heterotaxy; Other left Heart Valvar/Structural Hypoplasia; Double Outlet Right Ventricle; Other	N
CHDMULT	2578	Hypoplastic Left Heart Syndrome; Other left Heart Valvar/Structural Hypoplasia; Double Outlet Right Ventricle; Other	N
CHDMULT	2579	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Other left Heart Valvar/Structural Hypoplasia; Double Outl	N
CHDMULT	2580	Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Double Outlet Right Ventricle; Other	N
CHDMULT	2581	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Double	N
CHDMULT	2582	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Other left Heart Valvar/Structural Hypoplasia; Dou	N
CHDMULT	2583	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Other left Heart Valv	N
CHDMULT	2584	Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Double Outlet Right Ventricle; Other	N
CHDMULT	2585	Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Double Outle	N
CHDMULT	2586	Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Double O	N
CHDMULT	2587	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Other left Heart Valvar/St	N
CHDMULT	2588	Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart Valvar/Structural Hypoplasia; Doub	N
CHDMULT	2589	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart Valva	N
CHDMULT	2590	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Septal Defect; Other left Heart V	N
CHDMULT	2591	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Sept	N
CHDMULT	2592	Truncus Arteriosus; Double Outlet Right Ventricle; Other	N
CHDMULT	2593	Atrial Isomerism/Heterotaxy; Truncus Arteriosus; Double Outlet Right Ventricle; Other	N
CHDMULT	2594	Hypoplastic Left Heart Syndrome; Truncus Arteriosus; Double Outlet Right Ventricle; Other	N
CHDMULT	2595	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Truncus Arteriosus; Double Outlet Right Ventricle; Other	N
CHDMULT	2596	Transposition of the Great Arteries; Truncus Arteriosus; Double Outlet Right Ventricle; Other	N
CHDMULT	2597	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Truncus Arteriosus; Double Outlet Right Ventricle; Oth	N
CHDMULT	2598	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Truncus Arteriosus; Double Outlet Right Ventricle;	N
CHDMULT	2599	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Truncus Arteriosus; D	N
CHDMULT	2600	Atrioventricular Septal Defect; Truncus Arteriosus; Double Outlet Right Ventricle; Other	N
CHDMULT	2601	Atrial Isomerism/Heterotaxy; Atrioventricular Septal Defect; Truncus Arteriosus; Double Outlet Right Ventricle; Other	N
CHDMULT	2602	Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Truncus Arteriosus; Double Outlet Right Ventricle; Othe	N
CHDMULT	2603	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Atrioventricular Septal Defect; Truncus Arteriosus; Double	N
CHDMULT	2604	Transposition of the Great Arteries; Atrioventricular Septal Defect; Truncus Arteriosus; Double Outlet Right Ventricle;	N
CHDMULT	2605	Atrial Isomerism/Heterotaxy; Transposition of the Great Arteries; Atrioventricular Septal Defect; Truncus Arteriosus; Do	N
CHDMULT	2606	Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Septal Defect; Truncus Arteriosus	N
CHDMULT	2607	Atrial Isomerism/Heterotaxy; Hypoplastic Left Heart Syndrome; Transposition of the Great Arteries; Atrioventricular Sept	N
CHDMULT	2608	Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Double Outlet Right Ventricle; Other	N
CHDMULT	2609	Atrial Isomerism/Heterotaxy; Other left Heart Valvar/Structural Hypoplasia; Truncus Arteriosus; Double Outlet Right Vent	N
